title_factor,artist_name_factor,max_duration
Untitled (2005 Digital Remaster),Brian Eno,125.80526
Neely (demo no.2),Air Miami,125.75302
XYZ,NRA,125.67465
Baby Sweet Baby,Les Dudek,125.67465
Hermanos Menendez (Album Version),Brujeria,125.64853
Junkie's Runnin' Dry,Operation Ivy,125.57016
54-46,Toots & The Maytals,125.49179
Breaking the Law,Crematorium,125.46567
Sciopero,Yo Yo Mundi,125.43955
Sosa (Explicit),A.Z.,125.41342
A Skull Full of Maggots,Cannibal Corpse,125.3873
Exclusively,Jill Scott,125.20444
Why Why Why,Les Sexareenos,125.20444
Houston (Album Version),R.E.M.,125.12608
Sale On Aisle Six,Steve Jablonsky,125.09995
Liberty,Steve Vai,125.09995
Mean Old Coot,Zolof The Rock & Roll Destroyer,124.99546
Tonguebiter,Teenage Bottlerocket,124.96934
James (Hold The Ladder Steady),SUE THOMPSON,124.86485
Christmas Alphabet,Dickie Valentine,124.86485
I'm On The Racing Team (Demo),Racebannon,124.81261
Hiding Place (Hummel - Hidden Place - Remix),Rhian Sheehan,124.78649
Media hora mas,Los Piratas,124.73424
Might,Archers Of Loaf,124.70812
Polkamatic (Live at AB 27-10-06),Vitalic,124.682
El Pulpo,Los Tiki Phantoms,124.682
Paper Moon,Erin McKeown,124.65587
Tip Of My Tongue,Tall Dwarfs,124.47302
Don't Be Mistaken,Agression,124.47302
Henry Is Hurt,Paul Cantelon,124.23791
Sign Language,Richard Swift,124.18567
Twist And Shout,The Tremeloes,124.15955
Yankety Sax,Boots Randolph,123.92444
And God Made Eve,Pino Donaggio,123.89832
Mark,Sarandon,123.76771
Bark,Overwhelming Colorfast,123.66322
Grandma's Hands,Bill Withers,123.61098
Shake Your Body,The Backyardigans,123.55873
Hearts of Stone,The Fontane Sisters,123.42812
Honky Tonkin',Nitty Gritty Dirt Band,123.37587
Winning Is Everything,Christophe Beck,123.34975
Blue Corolla,Casiotone For The Painfully Alone,123.32363
Certik,J.A.R.,123.27138
The Pink Ink,Shooting At Unarmed Men,122.90567
Let's Rock,Barrett Strong,122.90567
Lithe,East West Blast Test,122.87955
Oh_ Well You Know Easy,Raz Ohara,122.8273
Intro_ Clace Aparte,Yaga_ Mackie,122.74893
Damned to Fire,Toxic Holocaust,122.5922
Funeral Crashing Tonite,Butt Trumpet,122.51383
Hold Tight (Sea Food),Jacques Higelin,122.40934
Milonga de ojos dorados,Alfredo Zitarrosa,122.20036
Pay Dem Dues,Babs Gonzales,122.14812
The Combine,The Acacia Strain,122.09587
Lie Detector,Thee Mighty Caesers,121.99138
Friday - Friday,Boy Kill Boy,121.91302
Jesus Says Go,Dillard Chandler,121.88689
Piano Picker,Carpenters,121.86077
My Mind's Eye,Small Faces,121.73016
Wired,Steve Wynn & The Miracle 3,121.70404
Painting a Picture,Alice Cooper,121.59955
The Ruling Class,The Monochrome Set,121.52118
Coming Up For Air,Pseudo Existors,121.44281
Open Sea Theme,Sven Libaek,121.36444
Intermission,Kylesa,121.28608
Peaces,The Chicharones,121.25995
Sue's Gotta Be Mine,Del Shannon,121.20771
Man Called Aerodynamics,Guided By Voices,121.10322
Sorry Vlo,Jan De Wilde,121.05098
In the Sun Pt. 2,The Pale Pacific,121.02485
Walter Mitty Blues,The Meteors,120.99873
Jim Brings In The Brumbies,Bruce Rowland,120.99873
We Who Wait,The Adverts,120.94649
Ailanthus,Truls And The Trees,120.92036
Tyrolienne turque,Erik Satie,120.89424
Mayonaise,The Beatnuts,120.89424
License From A Cereal Box,Gob,120.842
Hutzulka,God Is My Co-Pilot,120.71138
Non-Original Talent,Fatal Flying Guilloteens,120.63302
Sing Along with Someone,Galore,120.60689
20'x20',Fat Worm of Error,120.58077
Let's Build A Home (Album Version),The White Stripes,120.5024
Crumble,Sage Francis,120.39791
My Saturday Night Fever Turned Into A Sunday Morning Rash,Holy Molar,120.34567
Witch Doctor,Dexter Romweber,120.21506
The Happy Organ,Dave 'Baby' Cortez,120.16281
Get N Paid (feat. Silkk The Shocker),C-Murder/Silkk The Shocker,120.13669
What Can I Say After I Say I'm Sorry,Dean Martin,120.11057
Reason To Believe,Tim Hardin,120.08444
Grey World,Attitude Adjustment,120.00608
Daytona in Flames,Rookie Of The Year,119.77098
Mijenjam se,Haustor,119.74485
Queen Of Eyes (remix),Fastbacks,119.58812
Something For Everyone,The Worthless United,119.562
The Gondola,Georges Delerue,119.53587
Sean,Tony Trischka,119.27465
Breaking Up Is Hard To Do,Freddy Fender,119.24853
Youth Problem,Harry Pussy,119.24853
I Won't Forget You,Jim Reeves,119.17016
Tell Me How,Buddy Holly,119.14404
Funky Butt,Mississippi John Hurt,119.11791
The Scratch,7 Year Bitch,119.06567
The Snooper,John Surman,118.93505999999999
Mine My Mind,No Fun At All,118.80444
Getting Nowhere Fast,Girls At Our Best!,118.69995
Diana (LP Version),The Mar-Keys,118.59546
One Idiot Away,Tim Wilson,118.56934
Fields Of Zagara,Cathedral,118.41261
Cellulite City,Redd Kross,118.38649
Bubbles In My Beer,Bob Wills & Tommy Duncan,118.38649
Bottle on the beach,Restless,118.38649
The Snow Has Killed,Maria Solheim,118.33424
My Way Of Giving,Small Faces,118.282
Sleep Little Moses,Rex Allen,118.15138
God's Money I (Percussion),Gang Gang Dance,118.09914
The String Quartets: Alive At Dawn,John Cale,118.09914
Trudie,Line Renaud,118.09914
Pleasue Beach,Honeyrider,117.99465
Daaahhh,Carnival in Coal,117.89016
Gynecologist,Whitney Cummings,117.83791
Rosaline,Lolita Storm,117.83791
All The Boys,The Plus Ones,117.57669
Dan las doce,Alaska Y Los Pegamoides,117.55057
Big Bad Man,Scout Niblett,117.55057
From The Waste Down,Kalibas,117.31546
Militär,Dritte Wahl,117.26322
Promise,Bikini Machine,117.21098
Lady Esquire,UK Subs,117.13261
White Corolla,Casiotone For The Painfully Alone,116.97587
Krax,Ohlson har semester production,116.71465
Na so was,Tim Fischer,116.61016
Siderian,The Ocean,116.58404
VARKAIN VATTUPENSAIDEN TAA,M.A. Numminen,116.1922
Jack Broke The Prison Door / Donald Blue / Wha'll Dance Wi' Wattie,Dick Gaughan,115.98322
Silence (2m),Sweet Trip,115.98322
Hands Off,Betty Everett,115.48689
C17H19NO3,Trust Obey,115.3824
B. Bomb Baby,The Jewels,115.35628
X Marks the Hope Box,Braid,115.01669
Cross And Burn,Bigwig,114.99057
2nd Born To Freedom,Greg Osby,114.93832
Numb,Love Equals Death,114.70322
Sebastiana,Heraldo Do Monte,114.46812
Transition Boyfriend,Wild Billy Childish And The Musicians Of The British Empire,114.25914
Frienemies,Bloodlined Calligraphy,114.20689
One,Herman Brood & His Wild Romance,114.15465
Caught Looking,God Is My Co-Pilot,114.02404
The Flaming Gong,Chavez,113.78893
Shitty Busstop,Springbok Nude Girls,113.73669
Do Just What I Say,The Woggles,113.52771
Queen Of Stormy Weather,Boston Spaceships,113.31873
Dodge Ball,Alexandre Desplat & Aaron Zigman,113.26649
In The Orbit Of Calypso,Ammer - Einheit - Haage,113.26649
Dedication To The Horse,4hero,113.13587
Geek Down feat. Busta Rhymes (Album),J Dilla,113.05751
Farmers Market,BT_ Tommy Stinson,112.92689
Tamara Is a Punk,The Queers,112.84853
Drinkin Again,Diamond Head,112.66567
Ambulance,Fireside,112.53506
All Outta Angst,NOFX,112.48281
Someone's (Album Version),John Frusciante,112.22159
Move Me,Eddie Flashin Fowlkes,112.1171
Bahnterror,Urban Priol,112.06485
hide and seek,Piana,112.06485
Dayplanner,Free Loan Investments,111.90812
Desperate Fool (LP Version),Sick Of It All,111.82975
Chorale I (Za Ma Ba),Adiemus,111.82975
Greenery,Quasimoto,111.56853
Vår Kärlek,Tomas Andersson Wij,111.56853
Sex With Animals (LP Version),Dave Attell,111.43791
Never Let Go,Chantels,111.38567
Clusterfuck,Butt Trumpet,111.28118
Demasiado ciego para follar,Lendakaris Muertos,111.20281
Best Week Ever (Album),Patton Oswalt,110.88934
Five Feet High and Rising,Johnny Cash,110.86322
Canción De Tomar El Té,María Elena Walsh,110.86322
The Keys,Jerry Goldsmith,110.70649
Further Instructions,Brian Tyler,110.65424
Spara Jurij,CCCP - Fedeli Alla Linea,110.57587
The Lost Boy: I Can't Get Rid Of It,The Old Dead Tree,110.52363
Alternative,Exploited,110.49751
Bastard Creature/Harmonic Skepticism,Commit Suicide,110.34077
Drink Your Beer,Stone Cold Steve Austin,110.34077
Heat From The Day,Blood On The Wall,110.34077
Sparrow,The Boo Radleys,110.2624
Sweet as a Candy Bar (demo),Air Miami,109.97506
Ich will nicht nach Hause,Abstürzende Brieftauben,109.87057
D.P.,Clinic,109.84444
This Town,Deviates,109.76608
Misfire (1993 Digital Remaster),Queen,109.73995
Cut Master C Shit,G Unit feat. 50 Cent,109.60934
I Feel A Song Comin' On,Dean Martin,109.50485
My Brother Had A Birthday,The Dirty Projectors,109.40036
Ouch!,The Rutles,109.322
I'm Gonna Get A Gun,The Ejected,109.29587
Goal!,Klasse Kriminale,109.29587
Innocent Sinners,RONNIE RONALDE,109.26975
"Etude Op. 3 ""Goodnight Michalek",Lightspeed Champion,109.24363
Swing Brother Swing,Billie Holiday,109.21751
CUBErt,System of a Down,109.13914
No Delay,1900s_ The,109.03465
Nadie Me Dijo Nada,Jaime Roos,108.95628
Back To Basic,Elmer Bernstein,108.85179
The End Is Nigh,The Varukers,108.82567
Eating At The Grocery Store With William,Tim Fite,108.79955
Dead and Alive (LP Version),Dead Boys,108.69506
Pensacola,Banner Pilot,108.66893
Waterdome (Interlude Mix),SIGNAL AOUT 42,108.66893
In Dulci Jubilo,The Choirboys,108.53832
Dinner's for Suckers,None More Black,108.51220000000001
El Balcón,Lole y Manuel,108.48608
Part One Of The Cowboy Trilogy,Sean Lennon,108.38159
Ein Fall Für Kommissar Kubrik,17 Hippies,108.30322
Fuel,NRA,108.06812
Gathering Rice,Klaus Badelt,108.042
Rusted Cars,Speedbuggy USA,107.83302
Indian Deli,Madlib,107.78077
Every Day Is Christmas With You,Boyracer,107.65016
The Cricket Song,Laurel & Hardy,107.65016
Lara's Castle,Yann Tiersen,107.33669
Interlude 2 (For The Babies),J-Live,107.31057
Aerometh,Zimmers Hole,106.9971
Fruitless,Tindersticks,106.68363
Now And Forever,Chad & Jeremy,106.68363
Lonely Island,Gene Chandler,106.55302
The Phantom Cowboy (Remastered LP Version),Judee Sill,106.1873
Welcome To the Nuthouse,Teenage Bottlerocket,106.13506
Sleeping Pills,The (International) Noise Conspiracy,106.03057
Nemoc,Psi vojaci,105.97832
Living Next Door To Malice,Nasum,105.89995
Mask Of Eternity,House Of Lords,105.63873
Children Imitate Adults,Yo Yo Mundi,105.63873
Beneath The Exterior,Walls Of Jericho,105.58649
Dear Santa Claus,Wild Billy Childish & The Musicians of the British Empire,105.32526
Mucky Pup,Exploited,105.29914
Ace Cock,PRE,105.24689
Sub Rat,Circus Devils,105.22077
Voice of a Skin Hanger,Last Exit,104.98567
Hooligan,Los Straitjackets,104.77669
Vi går hem,Lisa Nilsson,104.6722
Memorize This Face,Chavez,104.64608
Totally,Screeching Weasel,104.61995
Nnnooonnn,Lucky Dragons,104.54159
Abeo (Explicit Album Version),Chimaira,104.48934
Legalize Freedom,Poison Idea,104.38485
Movies Unlimited,Duran Duran Duran,104.25424
Work For Fun,Les Sexareenos,104.14975
TV Stars,Skids,103.94077
Star of Wonder,The Roches,103.81016
Slavic Mood [Seven Pieces for Twelve Strings],Ralph Towner,103.60118
Been So Far,Teen Idols,103.54893
Night Sky Dreamtime (Album Version),Burning Sky,103.49669
Hot George,T.Rex,103.41832
All The Pretty Li'l Horses,Shawn Colvin,103.23546
No Fine Lines,Scritti Politti,103.23546
The Hotel (Skit) (Explicit) (Feat. Alex Thomas),Guerilla Black featuring Alex Thomas,103.23546
Skit 2,Erick Sermon,103.20934
Sick File,Archers Of Loaf,103.10485
Quel Temps Fait-Il A Paris,Gus Viseur,103.05261
Senja,White Shoes & The Couples Company,102.73914
Prerequiem,Johnny Hickman,102.5824
Wild Wind,Black Mountain,102.50404
My Brain (Album Version),Morphine,101.95546
Puppy Love,Dolly Parton & Lynn Anderson,101.92934
Harmonic,Tod Dockstader,101.92934
Trilby of Fun,Big Boss Man,101.77261
Tohum,Baba Zula,101.72036
There Are No Rules,Hallows Eve,101.72036
Sound The Horn,Rob Swift,101.69424
Melted Pat,Guided By Voices,101.69424
Ataque,2 Minutos,101.01506
If We Can't Sit at the Table (Then Let's Knock the Fucking Legs Off),Pink Razors,100.80608
Face The Facts,Cro-Mags,100.70159
Necrophobic,Slayer,100.49261
Johann Olav Og Den Magiske Fløyta,Gartnerlosjen,100.49261
Epilogue (Get On Down),Meitz,100.46649
The Lonely One,Duane Eddy,100.41424
Za Intro (Album Version),Gym Class Heroes,100.362
What the hell,Frantic Flintstones,99.97016
The Meat of the Inquiry,The Mae Shi,99.94404
Jungle Scene,Jerry Goldsmith,99.36934
Jah Will Provide,Hugh Mundell,99.29098
Give And Take,Comeback Kid,99.26485
Road To Banyon,Nick Cave & Warren Ellis,99.18649
Mercy:The Laundromat,Pavement,99.16036
Tortured,Otep,99.00363
H.D.EYE Hybrid Cyborg,Heavy Heavy Low Low,98.92526
Plea For Brother,Stephen Warbeck,98.82077
Metal Guru,T.Rex,98.7424
C. 16th ±,These New Puritans,98.42893
Prepare,My Darling YOU!,98.42893
Global Good Guy,Brutal Truth,98.32444
Gone Beyond,Bobby Birdman,97.802
Exit Wounds,Paint it Black,97.69751
Cancore Sore,Die' Hunns,97.61914
Pennywise,Pennywise,97.4624
Perfect Demise,New Mexican Disaster Squad,97.4624
Division,Moby,97.43628
Who Pays?,The Varukers,97.41016
Action,Zeke,97.27955
Shout For Joy,Albert Ammons,97.148929999999993
Cocoon (Instrumental),Lillian Axe,96.86159
Pigeon Tripping,Robert Pollard,96.54812
Four Deadly Venoms,Paint it Black,96.54812
Diaphragm Closed %,Transcending Bizarre?,96.44363
The Men,Sloppy Seconds,96.15628
Jet Stream,Razors Edge,96.13016
Walking,Skallander,96.13016
Old Friends And Dead Ends,Bloody Sunday,96.13016
Continue,Union 13,95.89506
Van Mijn Erf,Belgian Asociality,95.84281
Furious,Los Straitjackets,95.76444
Passage,DJ Krush,95.76444
Engine Fire,Damien Jurado,95.52934
M.A.R.S,Soprano,95.34649
The Interview (Skit),Lord Jamar,95.18975
The Fonz,Payola,95.11138
The Old Man Below,The Doc Watson Family,95.05914
TAF (Instrumental),Hellbastard,94.87628
Young Man On A Spree,Modern Life Is War,94.64118
Do The Depression,Left Alone,94.51057
Bote de colón,Alaska Y Los Pegamoides,94.35383
Frank Stein,Gaunt,94.24934
No Ceiling,Eddie Vedder,94.04036
Angel (Interlude),Dru Hill,93.46567
Fasterthan...,Geggy Tah,93.23057
Into the Clear,Andrew W.K.,93.20444
Hollywood Bowl,Adam Green,93.07383
The Interview,R. Kelly featuring Suzanne LeMignot,93.02159
Last Transmission (Album),Six Finger Satellite,92.83873
High Speed Flight,Nobuo Uematsu,92.70812
Grounded,The Undecided,92.65587
The Madness Continues,Grave Digger,92.39465
The Autopsy,Giorgio Moroder,92.15955
Self Savior,AZ,92.05506
Sombrío,The New Raemon,91.84608
Stranger Into Starman,Aimee Mann,91.79383
Olson,Boards of Canada,91.71546
Concrete Boom,Aquasky,91.6371
I'm Walking The Dog,Webb Pierce,91.45424
The Spoon On The Nose,Jan A.P. Kaczmarek / Nick Ingman,91.34975
There Was The Sun,Devendra Banhart,91.29751
Anfang,Pyranja,91.01016
CF3,The Oppressed,90.69669
Hunkthrust,Neon Hunk,90.69669
Fuji Film,Otomo Yoshihide,90.46159
The World Is Alive,Ezra Furman And The Harpoons,90.46159
Roaming,Toru Takemitsu,90.27873
Somebody Loves Me,Frank Sinatra,90.17424
Green Genes,Heavy Heavy Low Low,90.06975
Packet Reprise (LP Version),Digital Underground,89.93914
Rachel's theme,Anne Dudley,89.93914
Luce Dorata,Le Orme,89.62567
Testify,Rapider Than Horsepower,89.46893
Build High,Pixies,89.36444
Echoes (intro),Heaven Shall Burn,89.12934
WHAT UP DUYET?,Onra,89.0771
Kingdom Come,Kittie,89.05098
Il Verdetto(5° Quadro),Latte E Miele,88.97261
Goatless,Sick Of It All,88.65914
Perfect Dear,Would Be Goods,88.63302
Pause 4 Cause,Roots Manuva,88.45016
Burma Shave,J. Peter Robinson,88.13669
Wall Of Doubt,Sebadoh,87.95383
Freakin' eXtreme!,Kingston Falls,87.87546
Desert Land,Pink Cream 69,87.58812
Ich lebe für Schafskäse,J.B.O.,87.58812
Nuyorican Soul Intro,Nuyorican Soul,87.45751
The Lonesome Road 2,Snooks Eaglin,87.35302
Pause 4 Porno,Dr. Dre,86.85669
Rien N'Est Changé,Gillian Hills,86.09914
Panic Again,Krzysztof Komeda,86.09914
Hoax Head,Stars Like Fleas,86.07302
D.Ex.1,Homelife,85.68118
X No Concebido (El Libro Era El),FRANK T,85.62893
The Butcher's Son,Johnny Dowd,85.39383
UFA Point Skit (Album Version),Pepper,85.18485
Wish Me Luck,Klaus Badelt,84.97587
Bones are Tired (Album Version),She Keeps Bees,84.92363
Rocket Coffee,Perturbazione,84.74077
White Trash Manifesto,Crimson Spectre,84.74077
Sha Born Interlude,Chali 2na,84.03546
Bonus Track 2,Bumblefoot,83.9571
Speedqueen,Suicide,83.9571
Everybody Else (Tunnel Vision Album Version),Tunnel Rats,83.93098
The Black Swarm,Nasum,83.53914
Greyhounds,Eddie Izzard,83.27791
Hertog Harrie Hagelslag,Harrie Jekkers,83.12118
Flöjtmannen,Ohlson har semester production,83.06893
The Storks,Stephin Merritt,83.04281
Vernetzte Welt,Japanische Kampfhörspiele,82.96444
September 15th,David Essex,82.70322
Part 10,Sixtoo,82.36363
Double Ahhnold,Austrian Death Machine,82.20689
Radiola,The Fine Arts Showcase,82.18077
Flight Attendant,Meryn Cadell,82.1024
I Dont Want You,John Ottman,81.81506
You Mean You Were Raped? (Nortius Maximus),Monty Python,81.60608
I Want To Be Happy,June Christy,81.50159
Pussy With A Gun,Paul Haslinger,81.42322
Sigiriya's Tear,Stendeck,81.34485
Going Blonde,Juliana Hatfield,81.08363
That's His Name,FDEL,80.77016
A Fairytale,Differnet,80.45669
Temptation Or Restraint (Album Version),Madball,80.3522
How Much Longer Must We Tolerate Mass Culture,New Fast Automatic Daffodils,80.32608
Release It (Masters At Work Segue/DJ Edit),Afro Celt Sound System,80.09098
Minnie The Moocher,Cab Calloway,79.82975
Mic Check,Harry Pussy,79.72526
Polarized Beam Splitter,Gescom,79.41179
Welcome To The Future,Brad Paisley,79.41179
Child Emperor,Brian Tyler,78.62812
Little Man (Part 2),SkinnyMan,78.602
McKinley's Lament,Sebadoh,78.54975
Nevermore (1994 Digital Remaster),Queen,78.47138
Cha!,Jono El Grande,78.28853
Christ Is A Tomb (LP Version),David Peel and The Lower East Side,77.73995
Copier Copier,Ghislain Poirier,77.71383
A Challenge,The Backyardigans,77.71383
Butterwheel,Chatham County Line,77.63546
Answer of Action,New Flesh For Old,77.322
Teresa,Pascal Comelade,77.21751
Oroboros Cackling,Nero's Day At Disneyland,76.85179
Zuko's Back In Town,Kid Dynamite,76.79955
Obey,The Varukers,76.7473
I Want To Be On TV (Album Version),Green Day,76.59057
Yard,Biosphere,76.48608
Impotence,The Wilde Flowers,76.17261
Get Out,Sound Team,76.14649
A Queda,Orquestra,75.72853
hollywood and vine,Mychael Danna,75.72853
Intro (K-Ci & Jo Jo/It's Real),K-Ci & JoJo,75.67628
Resurrection Power,The Brooklyn Tabernacle Choir,75.44118
The Walk Home,Dustin O'Halloran,75.41506
Don't Shake It Off,Mika Miko,74.68363
Työ,Ismo Alanko,74.26567
Pitter Patter Interlude,Lullatone,74.08281
Screams of Death Your God Won't Hear,Regurgitate,73.9522
Generato,Cloak/Dagger,73.87383
Jail Cell,Charles Bernstein,73.58649
The Biz Grasshopper Experiment,Beastie Boys,73.24689
M Dis I (Live),Diamanda Galas,73.19465
The Hunting Song,Tom Lehrer,73.09016
NOCHES ETERNAS,Pastor Lopez,73.06404
I've Seen The Future And Its No Place For Me,Cold Cave,73.03791
Forensic Evidence,Jimmy Shubert,72.9073
Circus Freak,Flop,72.82893
We The Helpless,Extreme Noise Terror,72.77669
Uces Voces,Los Piratas,72.12363
Ingest / Dissent,Leng Tch'e,72.07138
Fifth Victim (Aerobics),Cul De Sac,71.94077
Ashes grammar,A Sunny Day In Glasgow,71.88853
El Salvador,Capitol Punishment,71.70567
La Berceuse,Loic Lantoine,71.60118
Feadz on,Mr Oizo,71.60118
Theme From Ballast,Damon Aaron,71.41832
Canto Por Elegua,A La Carte Brass & Percussion,71.1571
Weissweissweiss,Duesenjaeger,71.00036
Faro,Ten Years After,70.84363
Infestation Of Richard Pryor,Usurp Synapse,70.5824
Im Staying,Tyler Bates,70.53016
